Row,Column,Value,Color
1299,3,Article Not Clicked,0
1299,4,Article Not Clicked,0
1299,5,Article Not Clicked,0
1300,1,Article Not Clicked,0
1300,2,Article Not Clicked,0
1300,3,Article Not Clicked,0
1300,4,Article Not Clicked,0
1300,5,Article Not Clicked,0
1301,1,Article Not Clicked,0
1301,2,Article Not Clicked,0
1301,3,Article Not Clicked,0
1301,4,Article Not Clicked,0
1301,5,Article Not Clicked,0
1302,1,Article Not Clicked,0
1302,2,Article Not Clicked,0
1302,3,Article Not Clicked,0
1302,4,Article Not Clicked,0
1302,5,Article Not Clicked,0
1303,1,Article Not Clicked,0
1303,2,Article Not Clicked,0
1303,3,Article Not Clicked,0
1303,4,Article Not Clicked,0
1303,5,Article Not Clicked,0
1304,1,Article Not Clicked,0
1304,2,Article Not Clicked,0
1304,3,Article Not Clicked,0
1304,4,Article Not Clicked,0
1304,5,Article Not Clicked,0
1305,1,Article Not Clicked,0
1305,2,Article Not Clicked,0
1305,3,Article Not Clicked,0
1305,4,Article Not Clicked,0
1305,5,Article Not Clicked,0
1306,1,Article Not Clicked,0
1306,2,Article Not Clicked,0
1306,3,Article Not Clicked,0
1306,4,Article Not Clicked,0
1306,5,Article Not Clicked,0
1307,1,Article Not Clicked,0
1307,2,Article Not Clicked,0
1307,3,Article Not Clicked,0
1307,4,Article Not Clicked,0
1307,5,Article Not Clicked,0
1308,1,Article Not Clicked,0
1308,2,Article Not Clicked,0
1308,3,Article Not Clicked,0
1308,4,Article Not Clicked,0
1308,5,Article Not Clicked,0
1309,1,Article Not Clicked,0
1309,2,Article Not Clicked,0
1309,3,Article Not Clicked,0
1309,4,Article Not Clicked,0
1309,5,Article Not Clicked,0
1310,1,Article Not Clicked,0
1310,2,Article Not Clicked,0
1310,3,Article Not Clicked,0
1310,4,Article Not Clicked,0
1310,5,Article Not Clicked,0
1311,1,Article Not Clicked,0
1311,2,Article Not Clicked,0
1311,3,Article Not Clicked,0
1311,4,Article Not Clicked,0
1311,5,Article Not Clicked,0
1312,1,Article Not Clicked,0
1312,2,Article Not Clicked,0
1312,3,Article Not Clicked,0
1312,4,Article Not Clicked,0
1312,5,Article Not Clicked,0
1313,1,Article Not Clicked,0
1313,2,Article Not Clicked,0
1313,3,Article Not Clicked,0
1313,4,Article Not Clicked,0
1313,5,Article Not Clicked,0
1314,1,Article Not Clicked,0
1314,2,Article Not Clicked,0
1314,3,Article Not Clicked,0
1314,4,Article Not Clicked,0
1314,5,Article Not Clicked,0
1315,1,Article Not Clicked,0
1315,2,Article Not Clicked,0
1315,3,Article Not Clicked,0
1315,4,Article Not Clicked,0
1315,5,Article Not Clicked,0
1316,1,Article Not Clicked,0
1316,2,Article Not Clicked,0
1316,3,Article Not Clicked,0
1316,4,Article Not Clicked,0
1316,5,Article Not Clicked,0
1317,1,Article Not Clicked,0
1317,2,Article Not Clicked,0
1317,3,Article Not Clicked,0
1317,4,Article Not Clicked,0
1317,5,Article Not Clicked,0
1318,1,Article Not Clicked,0
1318,2,Article Not Clicked,0
1318,3,Article Not Clicked,0
1318,4,Article Not Clicked,0
1318,5,Article Not Clicked,0
1319,1,Article Not Clicked,0
1319,2,Article Not Clicked,0
1319,3,Article Not Clicked,0
1319,4,Article Not Clicked,0
1319,5,Article Not Clicked,0
1320,1,Article Not Clicked,0
1320,2,Article Not Clicked,0
1320,3,Article Not Clicked,0
1320,4,Article Not Clicked,0
1320,5,Article Not Clicked,0
1321,1,Article Not Clicked,0
1321,2,Article Not Clicked,0
1321,3,Article Not Clicked,0
1321,4,Article Not Clicked,0
1321,5,Article Not Clicked,0
1322,1,Article Not Clicked,0
1322,2,Article Not Clicked,0
1322,3,Article Not Clicked,0
1322,4,Article Not Clicked,0
1322,5,Article Not Clicked,0
1323,1,Article Not Clicked,0
1323,2,Article Not Clicked,0
1323,3,Article Not Clicked,0
1323,4,Article Not Clicked,0
1323,5,Article Not Clicked,0
1324,1,Article Not Clicked,0
1324,2,Article Not Clicked,0
1324,3,Article Not Clicked,0
1324,4,Article Not Clicked,0
1324,5,Article Not Clicked,0
1325,1,Article Not Clicked,0
1325,2,Article Not Clicked,0
1325,3,Article Not Clicked,0
1325,4,Article Not Clicked,0
1325,5,Article Not Clicked,0
1326,1,Article Not Clicked,0
1326,2,Article Not Clicked,0
1326,3,Article Not Clicked,0
1326,4,Article Not Clicked,0
1326,5,Article Not Clicked,0
1327,1,Article Not Clicked,0
1327,2,Article Not Clicked,0
1327,3,Article Not Clicked,0
1327,4,Article Not Clicked,0
1327,5,Article Not Clicked,0
1328,1,Article Not Clicked,0
1328,2,Article Not Clicked,0
1328,3,Article Not Clicked,0
1328,4,Article Not Clicked,0
1328,5,Article Not Clicked,0
1329,1,Article Not Clicked,0
1329,2,Article Not Clicked,0
1329,3,Article Not Clicked,0
1329,4,Article Not Clicked,0
1329,5,Article Not Clicked,0
1330,1,Article Not Clicked,0
1330,2,Article Not Clicked,0
1330,3,Article Not Clicked,0
1330,4,Article Not Clicked,0
1330,5,Article Not Clicked,0
1331,1,Article Not Clicked,0
1331,2,Article Not Clicked,0
1331,3,Article Not Clicked,0
1331,4,Article Not Clicked,0
1331,5,Article Not Clicked,0
1332,1,Article Not Clicked,0
1332,2,Article Not Clicked,0
1332,3,Article Not Clicked,0
1332,4,Article Not Clicked,0
1332,5,Article Not Clicked,0
1333,1,"Oh, Now You Believe in Norms",1
1333,2,Article Not Clicked,0
1333,3,Article Not Clicked,0
1333,4,Article Not Clicked,0
1333,5,Article Not Clicked,0
1334,1,Article Not Clicked,0
1334,2,Article Not Clicked,0
1334,3,Article Not Clicked,0
1334,4,Article Not Clicked,0
1334,5,Article Not Clicked,0
1335,1,Article Not Clicked,0
1335,2,Article Not Clicked,0
1335,3,Article Not Clicked,0
1335,4,Article Not Clicked,0
1335,5,Article Not Clicked,0
1336,1,Article Not Clicked,0
1336,2,Article Not Clicked,0
1336,3,Article Not Clicked,0
1336,4,Article Not Clicked,0
1336,5,Article Not Clicked,0
1337,1,Article Not Clicked,0
1337,2,Article Not Clicked,0
1337,3,Article Not Clicked,0
1337,4,Article Not Clicked,0
1337,5,Article Not Clicked,0
1338,1,Article Not Clicked,0
1338,2,Article Not Clicked,0
1338,3,Article Not Clicked,0
1338,4,Article Not Clicked,0
1338,5,Article Not Clicked,0
1339,1,Article Not Clicked,0
1339,2,Article Not Clicked,0
1339,3,Article Not Clicked,0
1339,4,Article Not Clicked,0
1339,5,Article Not Clicked,0
1340,1,Article Not Clicked,0
1340,2,Article Not Clicked,0
1340,3,Article Not Clicked,0
1340,4,Article Not Clicked,0
1340,5,Article Not Clicked,0
1341,1,Article Not Clicked,0
1341,2,Article Not Clicked,0
1341,3,Article Not Clicked,0
1341,4,Article Not Clicked,0
1341,5,Article Not Clicked,0
1342,1,Article Not Clicked,0
1342,2,Article Not Clicked,0
1342,3,Article Not Clicked,0
1342,4,Article Not Clicked,0
1342,5,Article Not Clicked,0
1343,1,Article Not Clicked,0
1343,2,Article Not Clicked,0
1343,3,Article Not Clicked,0
1343,4,Article Not Clicked,0
1343,5,Article Not Clicked,0
1344,1,Article Not Clicked,0
1344,2,Article Not Clicked,0
1344,3,Article Not Clicked,0
1344,4,Article Not Clicked,0
1344,5,Article Not Clicked,0
1345,1,Article Not Clicked,0
1345,2,Article Not Clicked,0
1345,3,Article Not Clicked,0
1345,4,Article Not Clicked,0
1345,5,Article Not Clicked,0
1346,1,Article Not Clicked,0
1346,2,Article Not Clicked,0
1346,3,Article Not Clicked,0
1346,4,Article Not Clicked,0
1346,5,Article Not Clicked,0
1347,1,Article Not Clicked,0
1347,2,Article Not Clicked,0
1347,3,Article Not Clicked,0
1347,4,Article Not Clicked,0
1347,5,Article Not Clicked,0
1348,1,Article Not Clicked,0
1348,2,Article Not Clicked,0
1348,3,Article Not Clicked,0
1348,4,Article Not Clicked,0
1348,5,Article Not Clicked,0
1349,1,Article Not Clicked,0
1349,2,Article Not Clicked,0
1349,3,Article Not Clicked,0
1349,4,Article Not Clicked,0
1349,5,Article Not Clicked,0
1350,1,Article Not Clicked,0
1350,2,Article Not Clicked,0
1350,3,Article Not Clicked,0
1350,4,Article Not Clicked,0
1350,5,Article Not Clicked,0
1351,1,Article Not Clicked,0
1351,2,Article Not Clicked,0
1351,3,Article Not Clicked,0
1351,4,Article Not Clicked,0
1351,5,Article Not Clicked,0
1352,1,Article Not Clicked,0
1352,2,Article Not Clicked,0
1352,3,Article Not Clicked,0
1352,4,Article Not Clicked,0
1352,5,Article Not Clicked,0
1353,1,Article Not Clicked,0
1353,2,Article Not Clicked,0
1353,3,Article Not Clicked,0
1353,4,Article Not Clicked,0
1353,5,Article Not Clicked,0
1354,1,Article Not Clicked,0
1354,2,Article Not Clicked,0
1354,3,Article Not Clicked,0
1354,4,Article Not Clicked,0
1354,5,Article Not Clicked,0
1355,1,Article Not Clicked,0
1355,2,Article Not Clicked,0
1355,3,Article Not Clicked,0
1355,4,Article Not Clicked,0
1355,5,Article Not Clicked,0
1356,1,Article Not Clicked,0
1356,2,Article Not Clicked,0
1356,3,Article Not Clicked,0
1356,4,Article Not Clicked,0
1356,5,Article Not Clicked,0
1357,1,Article Not Clicked,0
1357,2,Article Not Clicked,0
1357,3,Article Not Clicked,0
1357,4,Article Not Clicked,0
1357,5,Article Not Clicked,0
1358,1,Article Not Clicked,0
1358,2,Article Not Clicked,0
1358,3,Article Not Clicked,0
1358,4,Article Not Clicked,0
1358,5,Article Not Clicked,0
1359,1,Article Not Clicked,0
1359,2,Article Not Clicked,0
1359,3,Article Not Clicked,0
1359,4,Article Not Clicked,0
1359,5,Article Not Clicked,0
1360,1,Article Not Clicked,0
1360,2,Article Not Clicked,0
1360,3,Article Not Clicked,0
1360,4,Article Not Clicked,0
1360,5,Article Not Clicked,0
1361,1,Article Not Clicked,0
1361,2,Article Not Clicked,0
1361,3,Article Not Clicked,0
1361,4,Article Not Clicked,0
1361,5,Article Not Clicked,0
1362,1,Article Not Clicked,0
1362,2,Article Not Clicked,0
1362,3,Article Not Clicked,0
1362,4,Article Not Clicked,0
1362,5,Article Not Clicked,0
1363,1,Article Not Clicked,0
1363,2,Article Not Clicked,0
1363,3,Article Not Clicked,0
1363,4,Article Not Clicked,0
1363,5,Article Not Clicked,0
1364,1,Article Not Clicked,0
1364,2,Article Not Clicked,0
1364,3,Article Not Clicked,0
1364,4,Article Not Clicked,0
1364,5,Article Not Clicked,0
1365,1,Article Not Clicked,0
1365,2,Article Not Clicked,0
1365,3,Article Not Clicked,0
1365,4,Article Not Clicked,0
1365,5,Article Not Clicked,0
1366,1,Article Not Clicked,0
1366,2,Article Not Clicked,0
1366,3,Article Not Clicked,0
1366,4,Article Not Clicked,0
1366,5,Article Not Clicked,0
1367,1,Article Not Clicked,0
1367,2,Article Not Clicked,0
1367,3,Article Not Clicked,0
1367,4,Article Not Clicked,0
1367,5,Article Not Clicked,0
1368,1,Article Not Clicked,0
1368,2,Article Not Clicked,0
1368,3,Article Not Clicked,0
1368,4,Article Not Clicked,0
1368,5,Article Not Clicked,0
1369,1,Article Not Clicked,0
1369,2,Article Not Clicked,0
1369,3,Article Not Clicked,0
1369,4,Article Not Clicked,0
1369,5,Article Not Clicked,0
1370,1,Article Not Clicked,0
1370,2,Article Not Clicked,0
1370,3,Article Not Clicked,0
1370,4,Article Not Clicked,0
1370,5,Article Not Clicked,0
1371,1,Article Not Clicked,0
1371,2,Article Not Clicked,0
1371,3,Article Not Clicked,0
1371,4,Article Not Clicked,0
1371,5,Article Not Clicked,0
1372,1,Article Not Clicked,0
1372,2,Article Not Clicked,0
1372,3,Article Not Clicked,0
1372,4,Article Not Clicked,0
1372,5,Article Not Clicked,0
1373,1,Article Not Clicked,0
1373,2,Article Not Clicked,0
1373,3,Article Not Clicked,0
1373,4,Article Not Clicked,0
1373,5,Article Not Clicked,0
1374,1,Article Not Clicked,0
1374,2,Article Not Clicked,0
1374,3,Article Not Clicked,0
1374,4,Article Not Clicked,0
1374,5,Article Not Clicked,0
1375,1,Article Not Clicked,0
1375,2,Article Not Clicked,0
1375,3,Article Not Clicked,0
1375,4,Article Not Clicked,0
1375,5,Article Not Clicked,0
1376,1,Article Not Clicked,0
1376,2,Article Not Clicked,0
1376,3,Article Not Clicked,0
1376,4,Article Not Clicked,0
1376,5,Article Not Clicked,0
1377,1,Article Not Clicked,0
1377,2,Article Not Clicked,0
1377,3,Article Not Clicked,0
1377,4,Article Not Clicked,0
1377,5,Article Not Clicked,0
1378,1,Article Not Clicked,0
1378,2,Article Not Clicked,0
1378,3,Article Not Clicked,0
1378,4,Article Not Clicked,0
1378,5,Article Not Clicked,0
1379,1,Article Not Clicked,0
1379,2,Article Not Clicked,0
1379,3,Article Not Clicked,0
1379,4,Article Not Clicked,0
1379,5,Article Not Clicked,0
1380,1,Article Not Clicked,0
1380,2,Article Not Clicked,0
1380,3,Article Not Clicked,0
1380,4,Article Not Clicked,0
1380,5,Article Not Clicked,0
1381,1,Article Not Clicked,0
1381,2,Article Not Clicked,0
1381,3,Article Not Clicked,0
1381,4,Article Not Clicked,0
1381,5,Article Not Clicked,0
1382,1,Article Not Clicked,0
1382,2,Article Not Clicked,0
1382,3,Article Not Clicked,0
1382,4,Article Not Clicked,0
1382,5,Article Not Clicked,0
1383,1,Article Not Clicked,0
1383,2,Article Not Clicked,0
1383,3,Article Not Clicked,0
1383,4,Article Not Clicked,0
1383,5,Article Not Clicked,0
1384,1,Article Not Clicked,0
1384,2,Article Not Clicked,0
1384,3,Article Not Clicked,0
1384,4,Article Not Clicked,0
1384,5,Article Not Clicked,0
1385,1,Article Not Clicked,0
1385,2,Article Not Clicked,0
1385,3,Article Not Clicked,0
1385,4,Article Not Clicked,0
1385,5,Article Not Clicked,0
1386,1,Article Not Clicked,0
1386,2,Article Not Clicked,0
1386,3,Article Not Clicked,0
1386,4,Article Not Clicked,0
1386,5,Article Not Clicked,0
1387,1,Article Not Clicked,0
1387,2,Article Not Clicked,0
1387,3,Article Not Clicked,0
1387,4,Article Not Clicked,0
1387,5,Article Not Clicked,0
1388,1,Article Not Clicked,0
1388,2,Article Not Clicked,0
1388,3,Article Not Clicked,0
1388,4,Article Not Clicked,0
1388,5,Article Not Clicked,0
1389,1,Article Not Clicked,0
1389,2,Article Not Clicked,0
1389,3,Article Not Clicked,0
1389,4,Article Not Clicked,0
1389,5,Article Not Clicked,0
1390,1,Article Not Clicked,0
1390,2,Article Not Clicked,0
1390,3,Article Not Clicked,0
1390,4,Article Not Clicked,0
1390,5,Article Not Clicked,0
1391,1,Article Not Clicked,0
1391,2,Article Not Clicked,0
1391,3,Article Not Clicked,0
1391,4,Article Not Clicked,0
1391,5,Article Not Clicked,0
1392,1,Article Not Clicked,0
1392,2,Article Not Clicked,0
1392,3,Article Not Clicked,0
1392,4,Article Not Clicked,0
1392,5,Article Not Clicked,0
1393,1,Article Not Clicked,0
1393,2,Article Not Clicked,0
1393,3,Article Not Clicked,0
1393,4,Article Not Clicked,0
1393,5,Article Not Clicked,0
1394,1,Article Not Clicked,0
1394,2,Article Not Clicked,0
1394,3,Article Not Clicked,0
1394,4,Article Not Clicked,0
1394,5,Article Not Clicked,0
1395,1,Article Not Clicked,0
1395,2,Article Not Clicked,0
1395,3,Article Not Clicked,0
1395,4,Article Not Clicked,0
1395,5,Article Not Clicked,0
1396,1,Article Not Clicked,0
1396,2,Article Not Clicked,0
1396,3,Article Not Clicked,0
1396,4,Article Not Clicked,0
1396,5,Article Not Clicked,0
1397,1,Article Not Clicked,0
1397,2,Article Not Clicked,0
1397,3,Article Not Clicked,0
1397,4,Article Not Clicked,0
1397,5,Article Not Clicked,0
1398,1,Article Not Clicked,0
1398,2,Article Not Clicked,0
1398,3,Article Not Clicked,0
1398,4,Article Not Clicked,0
1398,5,Article Not Clicked,0
1399,1,Article Not Clicked,0
1399,2,Article Not Clicked,0
1399,3,"Hurricane Delta Now Leaving Yucatán Coast, Could Hit Gulf Coast As Major Storm",1
1399,4,Article Not Clicked,0
1399,5,Article Not Clicked,0
1400,1,Article Not Clicked,0
1400,2,Article Not Clicked,0
1400,3,Article Not Clicked,0
1400,4,Article Not Clicked,0
1400,5,Article Not Clicked,0
1401,1,Article Not Clicked,0
1401,2,Article Not Clicked,0
1401,3,Article Not Clicked,0
1401,4,Article Not Clicked,0
1401,5,Article Not Clicked,0
1402,1,Article Not Clicked,0
1402,2,Article Not Clicked,0
1402,3,Article Not Clicked,0
1402,4,Article Not Clicked,0
1402,5,Article Not Clicked,0
1403,1,Article Not Clicked,0
1403,2,Article Not Clicked,0
1403,3,Article Not Clicked,0
1403,4,Article Not Clicked,0
1403,5,Article Not Clicked,0
1404,1,Article Not Clicked,0
1404,2,Article Not Clicked,0
1404,3,Article Not Clicked,0
1404,4,Article Not Clicked,0
1404,5,Article Not Clicked,0
1405,1,Article Not Clicked,0
1405,2,Article Not Clicked,0
1405,3,Article Not Clicked,0
1405,4,Article Not Clicked,0
1405,5,Article Not Clicked,0
1406,1,Article Not Clicked,0
1406,2,Article Not Clicked,0
1406,3,Article Not Clicked,0
1406,4,Article Not Clicked,0
1406,5,Article Not Clicked,0
1407,1,Article Not Clicked,0
1407,2,Article Not Clicked,0
1407,3,Article Not Clicked,0
1407,4,Article Not Clicked,0
1407,5,Article Not Clicked,0
1408,1,Article Not Clicked,0
1408,2,Article Not Clicked,0
1408,3,Article Not Clicked,0
1408,4,Article Not Clicked,0
1408,5,Article Not Clicked,0
1409,1,Article Not Clicked,0
1409,2,Article Not Clicked,0
1409,3,Article Not Clicked,0
1409,4,Article Not Clicked,0
1409,5,Article Not Clicked,0
1410,1,Article Not Clicked,0
1410,2,Article Not Clicked,0
1410,3,Article Not Clicked,0
1410,4,Article Not Clicked,0
1410,5,Article Not Clicked,0
1411,1,Article Not Clicked,0
1411,2,Article Not Clicked,0
1411,3,Article Not Clicked,0
1411,4,Article Not Clicked,0
1411,5,Article Not Clicked,0
1412,1,Article Not Clicked,0
1412,2,Article Not Clicked,0
1412,3,Article Not Clicked,0
1412,4,Article Not Clicked,0
1412,5,Article Not Clicked,0
1413,1,Article Not Clicked,0
1413,2,Article Not Clicked,0
1413,3,Article Not Clicked,0
1413,4,Article Not Clicked,0
1413,5,Article Not Clicked,0
1414,1,Article Not Clicked,0
1414,2,Article Not Clicked,0
1414,3,Article Not Clicked,0
1414,4,Article Not Clicked,0
1414,5,Article Not Clicked,0
1415,1,Article Not Clicked,0
1415,2,Article Not Clicked,0
1415,3,Article Not Clicked,0
1415,4,Article Not Clicked,0
1415,5,Article Not Clicked,0
1416,1,Article Not Clicked,0
1416,2,Article Not Clicked,0
1416,3,Article Not Clicked,0
1416,4,Article Not Clicked,0
1416,5,Article Not Clicked,0
1417,1,Article Not Clicked,0
1417,2,Article Not Clicked,0
1417,3,Article Not Clicked,0
1417,4,Article Not Clicked,0
1417,5,Article Not Clicked,0
1418,1,Article Not Clicked,0
1418,2,Article Not Clicked,0
1418,3,Article Not Clicked,0
1418,4,Article Not Clicked,0
1418,5,Article Not Clicked,0
1419,1,Article Not Clicked,0
1419,2,Article Not Clicked,0
1419,3,Article Not Clicked,0
1419,4,Article Not Clicked,0
1419,5,Article Not Clicked,0
1420,1,Article Not Clicked,0
1420,2,Article Not Clicked,0
1420,3,Article Not Clicked,0
1420,4,Article Not Clicked,0
1420,5,Article Not Clicked,0
1421,1,Article Not Clicked,0
1421,2,Article Not Clicked,0
1421,3,Article Not Clicked,0
1421,4,Article Not Clicked,0
1421,5,Article Not Clicked,0
1422,1,Article Not Clicked,0
1422,2,Article Not Clicked,0
1422,3,Article Not Clicked,0
1422,4,Article Not Clicked,0
1422,5,Article Not Clicked,0
1423,1,Article Not Clicked,0
1423,2,Article Not Clicked,0
1423,3,Article Not Clicked,0
1423,4,Article Not Clicked,0
1423,5,Article Not Clicked,0
1424,1,Article Not Clicked,0
1424,2,Article Not Clicked,0
1424,3,Article Not Clicked,0
1424,4,Article Not Clicked,0
1424,5,Article Not Clicked,0
1425,1,Article Not Clicked,0
1425,2,Article Not Clicked,0
1425,3,Article Not Clicked,0
1425,4,Article Not Clicked,0
1425,5,Article Not Clicked,0
1426,1,Article Not Clicked,0
1426,2,Article Not Clicked,0
1426,3,Article Not Clicked,0
1426,4,Article Not Clicked,0
1426,5,Article Not Clicked,0
1427,1,Article Not Clicked,0
1427,2,Article Not Clicked,0
1427,3,Article Not Clicked,0
1427,4,Article Not Clicked,0
1427,5,Article Not Clicked,0
1428,1,Article Not Clicked,0
1428,2,Article Not Clicked,0
1428,3,Article Not Clicked,0
1428,4,Article Not Clicked,0
1428,5,Article Not Clicked,0
1429,1,Article Not Clicked,0
1429,2,Article Not Clicked,0
1429,3,Article Not Clicked,0
1429,4,Article Not Clicked,0
1429,5,Article Not Clicked,0
1430,1,Article Not Clicked,0
1430,2,Article Not Clicked,0
1430,3,Article Not Clicked,0
1430,4,Article Not Clicked,0
1430,5,Article Not Clicked,0
1431,1,Article Not Clicked,0
1431,2,Article Not Clicked,0
1431,3,Article Not Clicked,0
1431,4,Article Not Clicked,0
1431,5,Article Not Clicked,0
1432,1,Article Not Clicked,0
1432,2,Article Not Clicked,0
1432,3,Article Not Clicked,0
1432,4,Article Not Clicked,0
1432,5,Article Not Clicked,0
1433,1,Article Not Clicked,0
1433,2,Article Not Clicked,0
1433,3,Article Not Clicked,0
1433,4,Article Not Clicked,0
1433,5,Article Not Clicked,0
1434,1,Article Not Clicked,0
1434,2,Article Not Clicked,0
1434,3,Article Not Clicked,0
1434,4,Article Not Clicked,0
1434,5,Article Not Clicked,0
1435,1,Article Not Clicked,0
1435,2,Article Not Clicked,0
1435,3,Article Not Clicked,0
1435,4,Article Not Clicked,0
1435,5,Article Not Clicked,0
1436,1,Article Not Clicked,0
1436,2,Article Not Clicked,0
1436,3,Article Not Clicked,0
1436,4,Article Not Clicked,0
1436,5,Article Not Clicked,0
1437,1,Article Not Clicked,0
1437,2,Article Not Clicked,0
1437,3,Article Not Clicked,0
1437,4,Article Not Clicked,0
1437,5,Trump greets supporters following new details of his illness,1
1438,1,Article Not Clicked,0
1438,2,Article Not Clicked,0
1438,3,Article Not Clicked,0
1438,4,Article Not Clicked,0
1438,5,Article Not Clicked,0
1439,1,Article Not Clicked,0
1439,2,Article Not Clicked,0
1439,3,Article Not Clicked,0
1439,4,Article Not Clicked,0
1439,5,Article Not Clicked,0
1440,1,Article Not Clicked,0
1440,2,Article Not Clicked,0
1440,3,Article Not Clicked,0
1440,4,Article Not Clicked,0
1440,5,Article Not Clicked,0
1441,1,Article Not Clicked,0
1441,2,Article Not Clicked,0
1441,3,Article Not Clicked,0
1441,4,Article Not Clicked,0
1441,5,Article Not Clicked,0
1442,1,Article Not Clicked,0
1442,2,Article Not Clicked,0
1442,3,Article Not Clicked,0
1442,4,Article Not Clicked,0
1442,5,Article Not Clicked,0
1443,1,Article Not Clicked,0
1443,2,Article Not Clicked,0
1443,3,Article Not Clicked,0
1443,4,Article Not Clicked,0
1443,5,Article Not Clicked,0
1444,1,N.Y.C. Will Close Schools and Businesses in Areas Hard-Hit by Covid,1
1444,2,Article Not Clicked,0
1444,3,Article Not Clicked,0
1444,4,Article Not Clicked,0
1444,5,Article Not Clicked,0
1445,1,Article Not Clicked,0
1445,2,Article Not Clicked,0
1445,3,Article Not Clicked,0
1445,4,Article Not Clicked,0
1445,5,Article Not Clicked,0
1446,1,Article Not Clicked,0
1446,2,Article Not Clicked,0
1446,3,Article Not Clicked,0
1446,4,Article Not Clicked,0
1446,5,Article Not Clicked,0
1447,1,Article Not Clicked,0
1447,2,Article Not Clicked,0
1447,3,Article Not Clicked,0
1447,4,Article Not Clicked,0
1447,5,Article Not Clicked,0
1448,1,Article Not Clicked,0
1448,2,Article Not Clicked,0
1448,3,Article Not Clicked,0
1448,4,Article Not Clicked,0
1448,5,Article Not Clicked,0
1449,1,Article Not Clicked,0
1449,2,Article Not Clicked,0
1449,3,Article Not Clicked,0
1449,4,Article Not Clicked,0
1449,5,Article Not Clicked,0
1450,1,Article Not Clicked,0
1450,2,Florida man who requested ballot for dead wife: ‘I feel like I haven’t done anything wrong’,1
1450,3,Article Not Clicked,0
1450,4,Article Not Clicked,0
1450,5,Article Not Clicked,0
1451,1,Article Not Clicked,0
1451,2,Article Not Clicked,0
1451,3,Article Not Clicked,0
1451,4,Article Not Clicked,0
1451,5,Article Not Clicked,0
1452,1,Article Not Clicked,0
1452,2,Article Not Clicked,0
1452,3,Article Not Clicked,0
1452,4,Article Not Clicked,0
1452,5,Article Not Clicked,0
1453,1,Article Not Clicked,0
1453,2,Article Not Clicked,0
1453,3,Article Not Clicked,0
1453,4,Article Not Clicked,0
1453,5,Article Not Clicked,0
1454,1,Article Not Clicked,0
1454,2,Article Not Clicked,0
1454,3,Article Not Clicked,0
1454,4,Article Not Clicked,0
1454,5,Article Not Clicked,0
1455,1,Article Not Clicked,0
1455,2,Article Not Clicked,0
1455,3,Article Not Clicked,0
1455,4,Article Not Clicked,0
1455,5,Article Not Clicked,0
1456,1,Article Not Clicked,0
1456,2,Article Not Clicked,0
1456,3,Article Not Clicked,0
1456,4,Article Not Clicked,0
1456,5,Article Not Clicked,0
1457,1,Article Not Clicked,0
1457,2,Article Not Clicked,0
1457,3,Article Not Clicked,0
1457,4,Article Not Clicked,0
1457,5,Article Not Clicked,0
1458,1,Article Not Clicked,0
1458,2,Article Not Clicked,0
1458,3,Article Not Clicked,0
1458,4,Trump’s Covid-19 Symptoms Are Said to Be ‘Very Concerning’,1
1458,5,Article Not Clicked,0
1459,1,Article Not Clicked,0
1459,2,Article Not Clicked,0
1459,3,Article Not Clicked,0
1459,4,Article Not Clicked,0
1459,5,Article Not Clicked,0
1460,1,Article Not Clicked,0
1460,2,Article Not Clicked,0
1460,3,Article Not Clicked,0
1460,4,Article Not Clicked,0
1460,5,"‘Let’s put our shoulders to the wheel,’ Sen. Kamala Harris says after arriving in Utah for VP debate",1
1461,1,Article Not Clicked,0
1461,2,Article Not Clicked,0
1461,3,Article Not Clicked,0
1461,4,Article Not Clicked,0
1461,5,Article Not Clicked,0
1462,1,Article Not Clicked,0
1462,2,Article Not Clicked,0
1462,3,Article Not Clicked,0
1462,4,Article Not Clicked,0
1462,5,Article Not Clicked,0
1463,1,"No ‘Clear Path’ to Full Recovery, Said Person Familiar With His Health",1
1463,2,Article Not Clicked,0
1463,3,Article Not Clicked,0
1463,4,Article Not Clicked,0
1463,5,Article Not Clicked,0
1464,1,Article Not Clicked,0
1464,2,Article Not Clicked,0
1464,3,Article Not Clicked,0
1464,4,Article Not Clicked,0
1464,5,Article Not Clicked,0
1465,1,Article Not Clicked,0
1465,2,Article Not Clicked,0
1465,3,Article Not Clicked,0
1465,4,Article Not Clicked,0
1465,5,Article Not Clicked,0
1466,1,Article Not Clicked,0
1466,2,Article Not Clicked,0
1466,3,Article Not Clicked,0
1466,4,Article Not Clicked,0
1466,5,Article Not Clicked,0
1467,1,Article Not Clicked,0
1467,2,Article Not Clicked,0
1467,3,Article Not Clicked,0
1467,4,Article Not Clicked,0
1467,5,Article Not Clicked,0
1468,1,Article Not Clicked,0
1468,2,Article Not Clicked,0
1468,3,Article Not Clicked,0
1468,4,Article Not Clicked,0
1468,5,Article Not Clicked,0
1469,1,Article Not Clicked,0
1469,2,Article Not Clicked,0
1469,3,Article Not Clicked,0
1469,4,Article Not Clicked,0
1469,5,Article Not Clicked,0
1470,1,Article Not Clicked,0
1470,2,Article Not Clicked,0
1470,3,Article Not Clicked,0
1470,4,Article Not Clicked,0
1470,5,Article Not Clicked,0
1471,1,Article Not Clicked,0
1471,2,Article Not Clicked,0
1471,3,Article Not Clicked,0
1471,4,Article Not Clicked,0
